hour,time,temperature_2m,dew_point_2m,relative_humidity_2m,wet_bulb_C
1192,2024-02-19 16:00:00,16.4,4.9,47,10.246140194032387
1193,2024-02-19 17:00:00,16.6,6.3,51,10.895387615077485
1194,2024-02-19 18:00:00,16.2,7.1,55,11.016972890070372
1195,2024-02-19 19:00:00,14.1,7.7,65,10.245802928265691
1196,2024-02-19 20:00:00,12.8,7.3,70,9.572756864063958
1197,2024-02-19 21:00:00,11.6,7.4,75,8.957408705680805
1198,2024-02-19 22:00:00,10.9,7.5,80,8.792713815566447
1199,2024-02-19 23:00:00,10.4,7.6,83,8.61022182470566
1200,2024-02-20 00:00:00,10.1,7.8,86,8.61749454709315
1201,2024-02-20 01:00:00,9.9,8.1,88,8.621248347090642
1202,2024-02-20 02:00:00,9.6,8.1,90,8.525725524390221
1203,2024-02-20 03:00:00,9.4,8.1,91,8.427982486651182
1204,2024-02-20 04:00:00,8.8,7.8,94,8.131094344813986
1205,2024-02-20 05:00:00,8.1,7.4,95,7.532780508536268
1206,2024-02-20 06:00:00,7.8,7.3,97,7.428772765949782
1207,2024-02-20 07:00:00,7.8,7.4,98,7.526747632796065
1208,2024-02-20 08:00:00,7.5,7.5,100,7.323570445725792
1209,2024-02-20 09:00:00,11.1,10.5,96,10.626416757139555
1210,2024-02-20 10:00:00,14.2,12.6,90,13.056756755016355
1211,2024-02-20 11:00:00,17.0,14.4,85,15.231220591218225
1212,2024-02-20 12:00:00,19.6,15.3,76,16.65159424444788
1213,2024-02-20 13:00:00,21.1,15.7,71,17.433797752479073
1214,2024-02-20 14:00:00,22.1,15.6,67,17.838550511304028
1215,2024-02-20 15:00:00,22.8,15.4,63,17.939318251932388
1216,2024-02-20 16:00:00,23.1,15.1,61,17.93479672353339
1217,2024-02-20 17:00:00,23.1,15.1,61,17.93479672353339
1218,2024-02-20 18:00:00,22.5,15.2,63,17.66661266715329
1219,2024-02-20 19:00:00,20.2,15.5,74,16.970200830303057
1220,2024-02-20 20:00:00,19.1,15.1,78,16.42127004175437
1221,2024-02-20 21:00:00,17.5,14.8,84,15.599917821254202
1222,2024-02-20 22:00:00,16.1,14.2,88,14.69888894653197
1223,2024-02-20 23:00:00,15.2,13.6,90,14.041758416102965
1224,2024-02-21 00:00:00,14.8,13.3,91,13.75958368612756
1225,2024-02-21 01:00:00,14.5,13.1,91,13.463384984510025
1226,2024-02-21 02:00:00,14.2,13.1,92,13.277785849555542
1227,2024-02-21 03:00:00,14.0,13.0,94,13.300681159690459
1228,2024-02-21 04:00:00,13.8,12.9,95,13.212095803020919
1229,2024-02-21 05:00:00,13.8,13.0,95,13.212095803020919
1230,2024-02-21 06:00:00,13.7,13.1,96,13.222678068195481
1231,2024-02-21 07:00:00,13.6,13.1,96,13.122822058039489
1232,2024-02-21 08:00:00,13.8,13.3,97,13.433169403650151
1233,2024-02-21 09:00:00,15.6,14.8,95,15.005552911081733
1234,2024-02-21 10:00:00,18.7,16.4,86,17.005962483318708
1235,2024-02-21 11:00:00,20.8,16.8,78,18.044198308641583
1236,2024-02-21 12:00:00,22.2,16.1,68,18.06403383657123
1237,2024-02-21 13:00:00,23.4,15.6,62,18.34534735501851
1238,2024-02-21 14:00:00,24.1,15.0,57,18.26120852540583
1239,2024-02-21 15:00:00,24.6,15.1,55,18.409141811257072
1240,2024-02-21 16:00:00,24.1,14.9,56,18.115553702712692
1241,2024-02-21 17:00:00,23.3,14.9,59,17.834389493311644
1242,2024-02-21 18:00:00,22.0,14.9,64,17.346257088313607
1243,2024-02-21 19:00:00,20.3,14.9,71,16.686119866141553
1244,2024-02-21 20:00:00,19.4,15.8,80,16.95323963903913
1245,2024-02-21 21:00:00,19.4,15.5,78,16.70766959706551
1246,2024-02-21 22:00:00,18.9,15.1,79,16.351802276442353
1247,2024-02-21 23:00:00,18.6,14.9,79,16.06458887205166
1248,2024-02-22 00:00:00,18.4,14.9,80,15.99318621122448
1249,2024-02-22 01:00:00,17.3,14.7,85,15.523097278795632
1250,2024-02-22 02:00:00,17.0,14.8,87,15.464419744805454
1251,2024-02-22 03:00:00,16.8,15.0,89,15.501369913172507
1252,2024-02-22 04:00:00,17.0,15.1,89,15.697898345258277
1253,2024-02-22 05:00:00,17.0,15.2,89,15.697898345258277
1254,2024-02-22 06:00:00,17.1,15.4,89,15.796162536093245
1255,2024-02-22 07:00:00,17.3,15.6,89,15.992690867584454
1256,2024-02-22 08:00:00,18.1,16.0,88,16.65940300820359
1257,2024-02-22 09:00:00,18.6,16.4,86,16.90842296596126
1258,2024-02-22 10:00:00,20.2,16.6,80,17.721280912279152
1259,2024-02-22 11:00:00,21.5,16.6,74,18.196669111233074
1260,2024-02-22 12:00:00,22.5,16.6,70,18.609025277667264
1261,2024-02-22 13:00:00,23.4,17.0,68,19.174465623254978
1262,2024-02-22 14:00:00,23.5,17.2,68,19.26700143318678
1263,2024-02-22 15:00:00,23.5,17.3,68,19.26700143318678
1264,2024-02-22 16:00:00,24.9,17.3,63,19.84824953141367
1265,2024-02-22 17:00:00,24.5,17.1,63,19.484644603590077
1266,2024-02-22 18:00:00,24.1,17.4,66,19.543191184364538
1267,2024-02-22 19:00:00,21.8,17.6,78,18.99885917557488
1268,2024-02-22 20:00:00,19.9,17.4,85,18.052688350670145
1269,2024-02-22 21:00:00,19.0,17.1,89,17.663179033989717
1270,2024-02-22 22:00:00,18.1,17.0,93,17.256962595437685
1271,2024-02-22 23:00:00,17.6,16.9,96,17.117051044479094
1272,2024-02-23 00:00:00,17.3,16.6,96,16.817484657243146
1273,2024-02-23 01:00:00,17.1,16.4,95,16.500096832160335
1274,2024-02-23 02:00:00,17.0,15.6,91,15.931702936316817
1275,2024-02-23 03:00:00,15.9,12.2,79,13.479659301669585
1276,2024-02-23 04:00:00,15.1,9.9,71,11.826170521227862
1277,2024-02-23 05:00:00,14.9,8.6,66,11.088548834190489
1278,2024-02-23 06:00:00,14.8,8.4,66,10.996648969167671
1279,2024-02-23 07:00:00,14.4,8.6,68,10.846123912624586
1280,2024-02-23 08:00:00,14.4,8.6,68,10.846123912624586
1281,2024-02-23 09:00:00,15.2,9.6,69,11.697497915341824
1282,2024-02-23 10:00:00,17.5,10.9,65,13.359281422461969
1283,2024-02-23 11:00:00,19.4,10.5,56,13.96143788216882
1284,2024-02-23 12:00:00,21.0,9.6,48,14.28123611725853
1285,2024-02-23 13:00:00,22.0,8.6,42,14.248910972701363
1286,2024-02-23 14:00:00,22.5,8.0,39,14.194838686480036
1287,2024-02-23 15:00:00,23.0,7.5,37,14.275384294140338
1288,2024-02-23 16:00:00,22.8,7.0,36,13.95279081918417
1289,2024-02-23 17:00:00,22.2,6.6,36,13.47789060470469
1290,2024-02-23 18:00:00,21.2,7.8,42,13.590378033667509
1291,2024-02-23 19:00:00,19.0,7.4,47,12.4476289877427
1292,2024-02-23 20:00:00,18.0,6.2,46,11.473397981100419
1293,2024-02-23 21:00:00,16.8,6.2,50,10.94803165778216
1294,2024-02-23 22:00:00,15.6,6.4,54,10.37495183010844
1295,2024-02-23 23:00:00,14.8,6.1,56,9.895607493066382
1296,2024-02-24 00:00:00,14.2,5.5,56,9.36527346779756
1297,2024-02-24 01:00:00,13.9,5.0,55,8.992863638500726
1298,2024-02-24 02:00:00,12.4,4.8,60,8.180324379519286
1299,2024-02-24 03:00:00,12.4,4.7,60,8.180324379519286
1300,2024-02-24 04:00:00,10.6,5.2,69,7.426337646911296
1301,2024-02-24 05:00:00,9.9,5.2,73,7.156886628598569
1302,2024-02-24 06:00:00,8.9,5.8,81,6.967528196698289
1303,2024-02-24 07:00:00,8.8,5.8,82,6.966268453149823
1304,2024-02-24 08:00:00,7.9,5.1,82,6.097476577880428
1305,2024-02-24 09:00:00,11.0,6.6,74,8.290452850935836
1306,2024-02-24 10:00:00,15.1,8.6,66,11.272348451090457
1307,2024-02-24 11:00:00,18.9,9.6,55,13.393063918249087
1308,2024-02-24 12:00:00,21.5,7.5,41,13.688517017970511
1309,2024-02-24 13:00:00,22.8,5.4,32,13.280609925646164
1310,2024-02-24 14:00:00,23.5,4.2,28,13.090860140146528
1311,2024-02-24 15:00:00,23.9,4.3,28,13.387605797778491
1312,2024-02-24 16:00:00,24.0,4.5,28,13.461791852711713
1313,2024-02-24 17:00:00,23.9,4.8,29,13.576238000356454
1314,2024-02-24 18:00:00,23.0,7.4,37,14.275384294140338
1315,2024-02-24 19:00:00,19.0,10.1,56,13.607891608081847
1316,2024-02-24 20:00:00,18.4,7.2,48,12.068248238150375
1317,2024-02-24 21:00:00,17.4,3.5,40,10.20478726745887
1318,2024-02-24 22:00:00,16.1,3.4,43,9.51326596969441
1319,2024-02-24 23:00:00,15.2,4.7,49,9.458597673489415
1320,2024-02-25 00:00:00,14.4,5.7,56,9.54205170476567
1321,2024-02-25 01:00:00,13.7,6.3,61,9.454737203832918
1322,2024-02-25 02:00:00,13.1,6.9,66,9.434345347479319
1323,2024-02-25 03:00:00,12.8,7.7,71,9.676551362554159
1324,2024-02-25 04:00:00,12.2,8.4,78,9.83402204585143
1325,2024-02-25 05:00:00,11.9,9.1,83,10.062055241563051
1326,2024-02-25 06:00:00,11.8,9.6,86,10.27569198730901
1327,2024-02-25 07:00:00,11.8,9.9,88,10.483759142482155
1328,2024-02-25 08:00:00,11.6,10.1,91,10.600122767043985
1329,2024-02-25 09:00:00,14.4,11.9,85,12.701615364055815
1330,2024-02-25 10:00:00,17.5,13.8,79,15.011471386134165
1331,2024-02-25 11:00:00,20.5,15.0,71,16.87303949365472
1332,2024-02-25 12:00:00,22.5,15.1,63,17.66661266715329
1333,2024-02-25 13:00:00,24.0,14.1,54,17.734323426887954
1334,2024-02-25 14:00:00,24.7,14.0,51,17.893524169831927
1335,2024-02-25 15:00:00,24.8,14.9,54,18.43519876127237
1336,2024-02-25 16:00:00,24.4,15.2,57,18.52749466065728
1337,2024-02-25 17:00:00,23.6,14.9,58,17.960471931496855
1338,2024-02-25 18:00:00,22.5,14.8,62,17.530312201585375
1339,2024-02-25 19:00:00,21.0,15.0,68,16.95359812576127
1340,2024-02-25 20:00:00,19.8,15.6,77,16.965531938017794
1341,2024-02-25 21:00:00,18.8,16.0,84,16.861455085549327
1342,2024-02-25 22:00:00,18.1,16.1,88,16.65940300820359
1343,2024-02-25 23:00:00,17.7,16.4,92,16.74147804562721
1344,2024-02-26 00:00:00,17.6,16.4,93,16.761014770608508
1345,2024-02-26 01:00:00,17.5,16.4,93,16.661825161460307
1346,2024-02-26 02:00:00,17.5,16.5,94,16.780186153139073
1347,2024-02-26 03:00:00,17.5,16.6,94,16.780186153139073
1348,2024-02-26 04:00:00,17.5,16.7,95,16.898641332989254
1349,2024-02-26 05:00:00,17.5,16.8,95,16.898641332989254
1350,2024-02-26 06:00:00,17.5,16.9,96,17.01719559575569
1351,2024-02-26 07:00:00,17.5,16.9,96,17.01719559575569
1352,2024-02-26 08:00:00,18.0,17.4,96,17.51647270332733
1353,2024-02-26 09:00:00,19.1,18.0,93,18.248857156300584
1354,2024-02-26 10:00:00,19.9,18.1,90,18.671243989353577
1355,2024-02-26 11:00:00,21.7,18.2,81,19.29011447722956
1356,2024-02-26 12:00:00,23.8,18.2,71,19.95719876685831
1357,2024-02-26 13:00:00,25.4,19.0,68,21.025176958188442
1358,2024-02-26 14:00:00,26.5,19.5,65,21.60065529389269
1359,2024-02-26 15:00:00,27.1,19.8,64,21.999408875408758
1360,2024-02-26 16:00:00,27.1,19.7,64,21.999408875408758
1361,2024-02-26 17:00:00,26.2,19.5,66,21.47301989866115
1362,2024-02-26 18:00:00,24.6,19.0,71,20.704869787712305
1363,2024-02-26 19:00:00,22.8,18.5,77,19.821268366689342
1364,2024-02-26 20:00:00,21.2,18.2,83,19.06331369991817
1365,2024-02-26 21:00:00,19.9,18.5,92,18.918646379915195
1366,2024-02-26 22:00:00,20.1,18.9,93,19.240750297522283
1367,2024-02-26 23:00:00,20.5,18.9,91,19.3873315418428
1368,2024-02-27 00:00:00,20.5,18.9,91,19.3873315418428
1369,2024-02-27 01:00:00,20.4,18.9,91,19.288599549380585
1370,2024-02-27 02:00:00,20.4,18.8,91,19.288599549380585
1371,2024-02-27 03:00:00,20.3,18.8,91,19.18986754245383
1372,2024-02-27 04:00:00,20.3,18.7,91,19.18986754245383
1373,2024-02-27 05:00:00,20.2,18.6,91,19.091135521023507
1374,2024-02-27 06:00:00,20.1,18.5,91,18.992403485050463
1375,2024-02-27 07:00:00,19.8,18.5,92,18.819684335894713
1376,2024-02-27 08:00:00,20.0,18.6,92,19.017608409664145
1377,2024-02-27 09:00:00,20.8,18.5,87,19.180209928535415
1378,2024-02-27 10:00:00,22.4,18.5,79,19.70261160329646
1379,2024-02-27 11:00:00,24.3,18.3,69,20.14676782896341
1380,2024-02-27 12:00:00,25.9,19.1,66,21.197330789494462
1381,2024-02-27 13:00:00,26.5,19.5,66,21.748708778222404
1382,2024-02-27 14:00:00,27.2,19.2,62,21.78657915307861
1383,2024-02-27 15:00:00,27.5,18.9,59,21.59331314425805
1384,2024-02-27 16:00:00,27.0,18.9,61,21.453025493582842
1385,2024-02-27 17:00:00,26.3,19.0,64,21.26950757393718
1386,2024-02-27 18:00:00,25.1,19.0,69,20.889550077273814
1387,2024-02-27 19:00:00,23.7,19.1,75,20.40775716453189
1388,2024-02-27 20:00:00,22.8,18.7,78,19.95351803066205
1389,2024-02-27 21:00:00,21.5,18.9,85,19.609353900710932
1390,2024-02-27 22:00:00,20.9,19.0,89,19.530189799626367
1391,2024-02-27 23:00:00,20.6,19.2,92,19.611380290584684
1392,2024-02-28 00:00:00,20.6,19.4,93,19.73669634748225
1393,2024-02-28 01:00:00,20.4,19.5,94,19.663191105800617
1394,2024-02-28 02:00:00,20.2,19.3,95,19.588810953257717
1395,2024-02-28 03:00:00,19.9,19.0,95,19.2899037011104
1396,2024-02-28 04:00:00,19.8,19.0,95,19.190267924075
1397,2024-02-28 05:00:00,19.8,18.9,95,19.190267924075
1398,2024-02-28 06:00:00,19.4,18.7,96,18.914446823344583
1399,2024-02-28 07:00:00,19.9,19.0,95,19.2899037011104
1400,2024-02-28 08:00:00,21.1,20.0,93,20.23264205642515
1401,2024-02-28 09:00:00,21.6,20.0,91,20.47338251528782
1402,2024-02-28 10:00:00,21.4,20.4,94,20.657328095595698
1403,2024-02-28 11:00:00,17.1,12.1,72,13.812155591170853
1404,2024-02-28 12:00:00,18.8,9.1,53,13.051599498906263
1405,2024-02-28 13:00:00,19.4,7.3,45,12.517834489451346
1406,2024-02-28 14:00:00,19.5,6.4,42,12.190978461789339
1407,2024-02-28 15:00:00,19.5,5.7,40,11.912281910228426
1408,2024-02-28 16:00:00,19.4,4.5,38,11.5488140374493
1409,2024-02-28 17:00:00,18.3,3.6,38,10.666008473079142
1410,2024-02-28 18:00:00,17.0,2.4,37,9.492815434601077
1411,2024-02-28 19:00:00,15.6,0.9,37,8.376821950838865
1412,2024-02-28 20:00:00,14.2,-1.3,34,6.9125680737903
1413,2024-02-28 21:00:00,12.9,-2.5,34,5.898431702976474
1414,2024-02-28 22:00:00,11.9,-2.5,36,5.324752484013503
1415,2024-02-28 23:00:00,11.3,-2.4,38,5.047799235064094
1416,2024-02-29 00:00:00,10.9,-2.2,40,4.919363446957826
1417,2024-02-29 01:00:00,10.9,-1.6,41,5.0153781781883495
1418,2024-02-29 02:00:00,11.1,-0.9,43,5.3725858200764645
1419,2024-02-29 03:00:00,11.1,-0.6,44,5.469155210300828
1420,2024-02-29 04:00:00,11.3,-0.6,44,5.635746646215926
1421,2024-02-29 05:00:00,11.2,-1.4,42,5.358214680177035
1422,2024-02-29 06:00:00,10.9,-2.0,40,4.919363446957826
1423,2024-02-29 07:00:00,11.1,-3.0,37,4.789505855592408
1424,2024-02-29 08:00:00,10.6,-2.0,41,4.76989246091628
1425,2024-02-29 09:00:00,10.8,-2.1,41,4.933549749829533
1426,2024-02-29 10:00:00,10.9,-0.9,44,5.30256329646611
1427,2024-02-29 11:00:00,10.8,0.9,50,5.789130753891367
1428,2024-02-29 12:00:00,12.6,2.2,49,7.234183469425073
1429,2024-02-29 13:00:00,13.2,3.3,51,7.95777923300011
1430,2024-02-29 14:00:00,13.6,4.2,53,8.516370948070481
1431,2024-02-29 15:00:00,13.7,5.1,56,8.92332685971635
1432,2024-02-29 16:00:00,13.7,5.7,58,9.136039761529407
1433,2024-02-29 17:00:00,13.1,6.7,65,9.330065328903519
1434,2024-02-29 18:00:00,12.8,6.8,67,9.262027038084167
1435,2024-02-29 19:00:00,12.3,7.9,75,9.619836250391913
1436,2024-02-29 20:00:00,11.3,6.8,74,8.573492019362469
1437,2024-02-29 21:00:00,11.4,7.1,75,8.76814341741277
1438,2024-02-29 22:00:00,11.2,6.8,74,8.479145662253941
1439,2024-02-29 23:00:00,10.9,6.2,73,8.097449035980173
1440,2024-03-01 00:00:00,10.5,6.5,76,8.014411452051634
1441,2024-03-01 01:00:00,10.4,6.6,77,8.017419777210742
1442,2024-03-01 02:00:00,10.2,6.9,80,8.120662612417135
1443,2024-03-01 03:00:00,10.1,7.2,82,8.221186247503034
1444,2024-03-01 04:00:00,9.9,7.6,85,8.323419271593846
1445,2024-03-01 05:00:00,9.8,7.8,87,8.423902221044152
1446,2024-03-01 06:00:00,9.6,8.5,93,8.825795644906888
1447,2024-03-01 07:00:00,9.7,8.4,92,8.824436932800445
1448,2024-03-01 08:00:00,9.4,7.8,89,8.229766972123166
1449,2024-03-01 09:00:00,10.1,8.2,89,8.917625849377853
1450,2024-03-01 10:00:00,11.2,9.0,86,9.690446554247945
1451,2024-03-01 11:00:00,14.2,9.9,75,11.41784654827914
1452,2024-03-01 12:00:00,16.4,10.9,70,12.92645666839124
1453,2024-03-01 13:00:00,17.6,11.8,68,13.807340857952529
1454,2024-03-01 14:00:00,18.6,12.4,67,14.610859967742762
1455,2024-03-01 15:00:00,20.0,13.2,65,15.648577261060417
1456,2024-03-01 16:00:00,20.8,13.8,64,16.251386468151757
1457,2024-03-01 17:00:00,20.5,13.7,65,16.106433927685707
1458,2024-03-01 18:00:00,20.0,13.9,68,16.028231920026567
1459,2024-03-01 19:00:00,18.7,14.9,78,16.039403661907684
1460,2024-03-01 20:00:00,18.1,14.1,77,15.347272600127372
1461,2024-03-01 21:00:00,17.2,14.0,81,14.957996424576962
1462,2024-03-01 22:00:00,15.8,13.4,86,14.177309197979287
1463,2024-03-01 23:00:00,14.8,12.6,87,13.313161232692725
1464,2024-03-02 00:00:00,14.1,12.2,88,12.738367792056675
1465,2024-03-02 01:00:00,13.6,12.1,91,12.574787954798257
1466,2024-03-02 02:00:00,12.6,11.8,94,11.908873819193559
1467,2024-03-02 03:00:00,12.2,11.6,95,11.617907490518544
1468,2024-03-02 04:00:00,12.2,11.7,96,11.724836301861384
1469,2024-03-02 05:00:00,13.4,12.5,95,12.813549104484647
1470,2024-03-02 06:00:00,13.9,12.8,92,12.980897023183509
1471,2024-03-02 07:00:00,14.1,12.9,92,13.17882292418933
1472,2024-03-02 08:00:00,13.9,12.9,94,13.201266454287268
1473,2024-03-02 09:00:00,14.6,13.2,91,13.562117902014055
1474,2024-03-02 10:00:00,15.8,13.8,88,14.40481123554477
1475,2024-03-02 11:00:00,17.0,14.2,84,15.11471032729753
1476,2024-03-02 12:00:00,18.3,14.6,79,15.777375274091892
1477,2024-03-02 13:00:00,20.0,15.4,75,16.906449208381257
1478,2024-03-02 14:00:00,20.6,15.6,73,17.220745002701193
1479,2024-03-02 15:00:00,21.3,16.0,72,17.75003396405398
1480,2024-03-02 16:00:00,21.3,16.2,73,17.879117357635028
1481,2024-03-02 17:00:00,21.0,15.9,73,17.596957921548828
1482,2024-03-02 18:00:00,19.9,15.1,74,16.687169120450786
1483,2024-03-02 19:00:00,19.0,14.7,76,16.082116155111873
1484,2024-03-02 20:00:00,17.9,15.1,84,15.988083471866137
1485,2024-03-02 21:00:00,16.9,15.1,89,15.599634137633895
1486,2024-03-02 22:00:00,17.5,15.2,86,15.835487110701369
1487,2024-03-02 23:00:00,17.3,15.4,88,15.875198208809024
1488,2024-03-03 00:00:00,16.5,15.6,94,15.786043747779733
1489,2024-03-03 01:00:00,16.0,15.6,97,15.634767757882432
1490,2024-03-03 02:00:00,15.4,15.2,99,15.263026032802461
1491,2024-03-03 03:00:00,15.0,14.9,100,14.861030441146067
1492,2024-03-03 04:00:00,15.9,15.9,100,15.765520222114478
1493,2024-03-03 05:00:00,16.4,16.3,100,16.26801408185294
1494,2024-03-03 06:00:00,16.8,16.6,99,16.670008935219297
1495,2024-03-03 07:00:00,17.2,17.1,99,17.072003582539402
1496,2024-03-03 08:00:00,18.2,18.0,98,17.956626436855974
1497,2024-03-03 09:00:00,19.0,18.4,96,18.515025910550612
1498,2024-03-03 10:00:00,19.5,18.7,95,18.8913605135272
1499,2024-03-03 11:00:00,20.1,19.2,94,19.36494974999251
1500,2024-03-03 12:00:00,21.4,19.5,89,20.021507506536192
1501,2024-03-03 13:00:00,22.5,19.8,84,20.451967577459612
1502,2024-03-03 14:00:00,24.8,19.3,72,21.03156579185431
1503,2024-03-03 15:00:00,25.3,18.9,68,20.932641629935954
1504,2024-03-03 16:00:00,25.1,19.2,70,21.031073946830745
1505,2024-03-03 17:00:00,24.6,19.0,71,20.704869787712305
1506,2024-03-03 18:00:00,23.4,19.1,77,20.392413425909442
1507,2024-03-03 19:00:00,21.8,19.5,87,20.15804551611876
1508,2024-03-03 20:00:00,20.7,19.5,93,19.835885516408243
1509,2024-03-03 21:00:00,20.3,19.6,96,19.81314311918642
1510,2024-03-03 22:00:00,19.9,19.4,97,19.5375849524894
1511,2024-03-03 23:00:00,19.3,19.0,98,19.05977792431349
1512,2024-03-04 00:00:00,19.1,19.1,100,18.98147540781408
1513,2024-03-04 01:00:00,19.1,19.1,100,18.98147540781408
1514,2024-03-04 02:00:00,19.1,19.1,100,18.98147540781408
1515,2024-03-04 03:00:00,19.0,19.0,100,18.880977001834637
1516,2024-03-04 04:00:00,19.0,18.7,98,18.758918578206828
1517,2024-03-04 05:00:00,18.7,18.6,100,18.579481710746972
1518,2024-03-04 06:00:00,18.9,18.7,99,18.780478583684317
1519,2024-03-04 07:00:00,18.6,18.4,98,18.357772608448688
1520,2024-03-04 08:00:00,19.6,19.4,98,19.360637158909025
1521,2024-03-04 09:00:00,20.2,19.6,97,19.837800846028
1522,2024-03-04 10:00:00,19.3,18.7,96,18.814591614749105
1523,2024-03-04 11:00:00,19.6,17.9,89,18.252761986053233
1524,2024-03-04 12:00:00,21.5,18.9,85,19.609353900710932
1525,2024-03-04 13:00:00,23.2,19.6,80,20.601424598098813
1526,2024-03-04 14:00:00,24.5,20.4,78,21.57643363377098
1527,2024-03-04 15:00:00,24.5,20.2,77,21.43951086280806
1528,2024-03-04 16:00:00,24.1,20.4,80,21.465464443779787
1529,2024-03-04 17:00:00,24.0,20.2,80,21.369460088070777
1530,2024-03-04 18:00:00,23.1,20.4,85,21.16601521195521
1531,2024-03-04 19:00:00,22.4,20.6,90,21.133722466507955
1532,2024-03-04 20:00:00,21.5,19.6,89,20.119771003172506
1533,2024-03-04 21:00:00,21.2,20.2,94,20.4585008028256
1534,2024-03-04 22:00:00,20.4,19.9,97,20.037944712891512
1535,2024-03-04 23:00:00,20.4,20.0,98,20.1629279124439
1536,2024-03-05 00:00:00,20.5,20.1,98,20.2632142020973
1537,2024-03-05 01:00:00,20.2,20.1,99,20.086957079069737
1538,2024-03-05 02:00:00,20.0,20.0,100,19.88596051900174
1539,2024-03-05 03:00:00,19.8,19.8,100,19.684963911467044
1540,2024-03-05 04:00:00,19.8,19.8,100,19.684963911467044
1541,2024-03-05 05:00:00,20.0,20.0,99,19.88596051900174
1542,2024-03-05 06:00:00,19.1,18.8,98,18.859205039352073
1543,2024-03-05 07:00:00,17.9,17.5,98,17.655766674450515
1544,2024-03-05 08:00:00,18.6,17.8,95,17.994637558728524
1545,2024-03-05 09:00:00,19.5,18.1,92,18.522798117820095
1546,2024-03-05 10:00:00,21.1,18.2,84,19.09339808111766
1547,2024-03-05 11:00:00,22.2,18.6,80,19.641378594942434
1548,2024-03-05 12:00:00,24.2,18.9,72,20.46901948078302
1549,2024-03-05 13:00:00,25.5,18.5,65,20.68495879318426
1550,2024-03-05 14:00:00,26.7,18.6,61,21.182394174797263
1551,2024-03-05 15:00:00,27.5,17.8,55,20.961130066961914
1552,2024-03-05 16:00:00,27.4,17.6,55,20.87313098922628
1553,2024-03-05 17:00:00,26.8,18.4,60,21.12011020032927
1554,2024-03-05 18:00:00,25.2,19.8,72,21.40659622407664
1555,2024-03-05 19:00:00,23.8,19.4,77,20.773176402765028
1556,2024-03-05 20:00:00,20.5,18.3,87,18.886858942993065
1557,2024-03-05 21:00:00,20.0,18.2,90,18.769743305036926
1558,2024-03-05 22:00:00,18.9,18.0,95,18.293545331806218
1559,2024-03-05 23:00:00,18.1,17.5,97,17.736287194576757
1560,2024-03-06 00:00:00,17.3,16.9,97,16.93570906101643
1561,2024-03-06 01:00:00,16.9,16.6,98,16.652899959785866
1562,2024-03-06 02:00:00,16.6,16.4,98,16.352039689874648
1563,2024-03-06 03:00:00,16.2,16.0,99,16.06701657723176
1564,2024-03-06 04:00:00,15.8,15.7,100,15.665021410755745
1565,2024-03-06 05:00:00,15.1,15.1,100,14.961529359217728
1566,2024-03-06 06:00:00,15.6,15.6,100,15.464023748352147
1567,2024-03-06 07:00:00,16.1,16.1,100,15.96651780531819
1568,2024-03-06 08:00:00,17.4,17.3,100,17.27300082959585
1569,2024-03-06 09:00:00,17.8,17.5,99,17.674995171813144
1570,2024-03-06 10:00:00,18.1,17.9,99,17.976490796588838
1571,2024-03-06 11:00:00,19.0,18.0,94,18.271397068118194
1572,2024-03-06 12:00:00,20.0,18.5,91,18.893671434495392
1573,2024-03-06 13:00:00,21.7,18.6,83,19.54724759486788
1574,2024-03-06 14:00:00,23.5,18.7,74,20.083535866601277
1575,2024-03-06 15:00:00,24.8,18.0,66,20.186468721375284
1576,2024-03-06 16:00:00,25.8,17.4,60,20.221538807083867
1577,2024-03-06 17:00:00,25.6,17.4,60,20.041824152066344
1578,2024-03-06 18:00:00,24.1,18.5,71,20.2375755736783
1579,2024-03-06 19:00:00,21.9,18.6,82,19.611800667265637
1580,2024-03-06 20:00:00,20.0,17.9,87,18.397940311223135
1581,2024-03-06 21:00:00,18.4,17.4,94,17.674913083372513
1582,2024-03-06 22:00:00,17.5,16.9,96,17.01719559575569
1583,2024-03-06 23:00:00,17.0,16.6,98,16.75318669001153
1584,2024-03-07 00:00:00,16.9,16.8,100,16.77050761628283
1585,2024-03-07 01:00:00,16.8,16.6,99,16.670008935219297
1586,2024-03-07 02:00:00,16.5,16.5,99,16.368512814628424
1587,2024-03-07 03:00:00,16.4,16.2,99,16.26801408185294
1588,2024-03-07 04:00:00,16.5,16.4,100,16.368512814628424
1589,2024-03-07 05:00:00,16.8,16.8,100,16.670008935219297
1590,2024-03-07 06:00:00,17.2,17.1,99,17.072003582539402
1591,2024-03-07 07:00:00,17.4,17.3,100,17.27300082959585
1592,2024-03-07 08:00:00,18.8,18.6,99,18.67998015333213
1593,2024-03-07 09:00:00,19.8,18.2,91,18.69620728948127
1594,2024-03-07 10:00:00,21.2,18.0,82,18.936094118973678
1595,2024-03-07 11:00:00,23.3,17.5,70,19.354272776146075
1596,2024-03-07 12:00:00,24.5,17.6,66,19.910778510408313
1597,2024-03-07 13:00:00,25.5,17.2,60,19.951966776796336
1598,2024-03-07 14:00:00,25.9,16.4,56,19.706468030465278
1599,2024-03-07 15:00:00,25.5,16.7,58,19.654003945281655
1600,2024-03-07 16:00:00,25.2,16.5,58,19.38660500010706
1601,2024-03-07 17:00:00,23.6,17.5,68,19.35953721701721
