hour,time,temperature_2m,dew_point_2m,relative_humidity_2m,wet_bulb_C
412,2024-01-18 04:00:00,11.2,9.9,92,10.308890608233344
413,2024-01-18 05:00:00,11.4,10.3,93,10.611229366728598
414,2024-01-18 06:00:00,10.9,10.1,95,10.322626434879359
415,2024-01-18 07:00:00,10.0,9.5,97,9.6303915938245
416,2024-01-18 08:00:00,9.9,9.0,94,9.224664695417463
417,2024-01-18 09:00:00,10.2,8.7,90,9.116731905397513
418,2024-01-18 10:00:00,11.2,9.0,86,9.690446554247945
419,2024-01-18 11:00:00,12.9,9.9,82,10.92407165024807
420,2024-01-18 12:00:00,14.1,10.8,80,11.864931715570982
421,2024-01-18 13:00:00,15.6,11.6,77,12.967467141415476
422,2024-01-18 14:00:00,17.5,12.6,73,14.305081258520257
423,2024-01-18 15:00:00,19.4,13.4,68,15.473010794497693
424,2024-01-18 16:00:00,20.0,13.9,68,16.028231920026567
425,2024-01-18 17:00:00,20.8,13.4,63,16.121275490883853
426,2024-01-18 18:00:00,19.4,14.0,71,15.844980231732318
427,2024-01-18 19:00:00,15.9,13.6,86,14.274849224194309
428,2024-01-18 20:00:00,13.9,12.8,92,12.980897023183509
429,2024-01-18 21:00:00,12.6,11.8,95,12.016454951055362
430,2024-01-18 22:00:00,11.9,11.3,96,11.425267527029341
431,2024-01-18 23:00:00,10.8,10.6,99,10.640063238953939
432,2024-01-19 00:00:00,10.0,10.0,100,9.836066554886525
433,2024-01-19 01:00:00,9.6,9.6,100,9.434067843612048
434,2024-01-19 02:00:00,9.9,9.4,96,9.428138641526782
435,2024-01-19 03:00:00,9.4,8.4,93,8.627413755648412
436,2024-01-19 04:00:00,8.9,7.0,88,7.64097644494762
437,2024-01-19 05:00:00,7.8,4.8,82,6.000944010908469
438,2024-01-19 06:00:00,6.8,3.1,77,4.590417210855922
439,2024-01-19 07:00:00,6.2,1.5,72,3.592170506760887
440,2024-01-19 08:00:00,6.3,2.5,76,4.027937337274343
441,2024-01-19 09:00:00,6.4,1.8,72,3.7796970852209117
442,2024-01-19 10:00:00,7.6,1.5,65,4.29342884982724
443,2024-01-19 11:00:00,8.6,0.2,56,4.415381140540099
444,2024-01-19 12:00:00,9.6,-0.1,51,4.847274586843913
445,2024-01-19 13:00:00,10.4,-0.4,47,5.165566716165964
446,2024-01-19 14:00:00,11.1,-0.3,45,5.565619196958943
447,2024-01-19 15:00:00,11.5,0.2,46,5.998904867081315
448,2024-01-19 16:00:00,11.3,-0.3,45,5.733150416880706
449,2024-01-19 17:00:00,10.4,-1.6,43,4.792867244983126
450,2024-01-19 18:00:00,8.9,-2.7,44,3.6366166805504836
451,2024-01-19 19:00:00,7.2,-3.3,47,2.455778358573199
452,2024-01-19 20:00:00,7.5,-3.8,45,2.549974792777239
453,2024-01-19 21:00:00,6.4,-4.7,45,1.6284937644300106
454,2024-01-19 22:00:00,5.6,-5.4,45,0.9583146202730681
455,2024-01-19 23:00:00,4.6,-5.9,46,0.18702363556396673
456,2024-01-20 00:00:00,3.7,-6.4,48,-0.4447178306581625
457,2024-01-20 01:00:00,2.8,-6.9,49,-1.1507398485247249
458,2024-01-20 02:00:00,2.0,-7.4,50,-1.7778735677475135
459,2024-01-20 03:00:00,1.4,-8.1,50,-2.2938403634819124
460,2024-01-20 04:00:00,0.8,-8.7,49,-2.862097102314307
461,2024-01-20 05:00:00,0.2,-9.2,49,-3.375516560090211
462,2024-01-20 06:00:00,-0.2,-9.8,49,-3.7177995412342417
463,2024-01-20 07:00:00,-0.6,-10.4,48,-4.105474960288642
464,2024-01-20 08:00:00,-0.8,-9.6,51,-4.139372779289966
465,2024-01-20 09:00:00,-0.6,-9.3,52,-3.918408990067557
466,2024-01-20 10:00:00,0.5,-8.4,51,-3.0159664014749845
467,2024-01-20 11:00:00,1.8,-6.9,52,-1.8345865434113744
468,2024-01-20 12:00:00,3.3,-5.5,53,-0.467462941589722
469,2024-01-20 13:00:00,4.7,-4.8,50,0.5439161139801012
470,2024-01-20 14:00:00,5.9,-4.2,48,1.4281194986787993
471,2024-01-20 15:00:00,6.9,-3.2,49,2.357369210765693
472,2024-01-20 16:00:00,7.5,-3.2,47,2.709826144859365
473,2024-01-20 17:00:00,7.6,-3.2,46,2.714003491324127
474,2024-01-20 18:00:00,7.2,-3.7,46,2.3770800465086968
475,2024-01-20 19:00:00,5.6,-3.7,51,1.3910203351143373
476,2024-01-20 20:00:00,5.1,-3.0,56,1.3215835430415712
477,2024-01-20 21:00:00,5.2,-2.8,56,1.4099791669042459
478,2024-01-20 22:00:00,5.3,-3.0,55,1.4241383863626238
479,2024-01-20 23:00:00,5.6,-3.8,51,1.3910203351143373
480,2024-01-21 00:00:00,5.2,-5.7,45,0.6232213746407291
481,2024-01-21 01:00:00,4.7,-6.5,44,0.13794481032073413
482,2024-01-21 02:00:00,4.2,-7.1,44,-0.27858265544178984
483,2024-01-21 03:00:00,3.6,-7.8,43,-0.8390631685937207
484,2024-01-21 04:00:00,3.0,-8.2,43,-1.3360369600693813
485,2024-01-21 05:00:00,2.5,-8.8,43,-1.7501874200502687
486,2024-01-21 06:00:00,2.2,-9.1,43,-1.998680230497972
487,2024-01-21 07:00:00,2.0,-9.4,43,-2.164343183606343
488,2024-01-21 08:00:00,2.1,-8.6,45,-1.9738418932533364
489,2024-01-21 09:00:00,2.0,-8.3,46,-2.0031373274851747
490,2024-01-21 10:00:00,2.0,-7.6,49,-1.8352754587211426
491,2024-01-21 11:00:00,2.6,-6.7,50,-1.2619118895273713
492,2024-01-21 12:00:00,3.2,-5.9,51,-0.6828147884467572
493,2024-01-21 13:00:00,3.8,-4.8,54,0.03602767400417051
494,2024-01-21 14:00:00,4.3,-3.2,58,0.7567884588877991
495,2024-01-21 15:00:00,4.4,-1.8,64,1.2875762089643743
496,2024-01-21 16:00:00,4.3,-0.5,71,1.732137730203446
497,2024-01-21 17:00:00,4.5,-0.2,71,1.9190685929954956
498,2024-01-21 18:00:00,4.8,0.6,74,2.440906187963704
499,2024-01-21 19:00:00,5.2,1.0,75,2.9008533747223897
500,2024-01-21 20:00:00,4.3,-0.2,72,1.8106594846827146
501,2024-01-21 21:00:00,4.2,1.4,81,2.442724011393267
502,2024-01-21 22:00:00,4.8,2.2,83,3.1899926568594132
503,2024-01-21 23:00:00,6.2,4.2,86,4.8133693393156385
504,2024-01-22 00:00:00,8.5,6.3,86,7.0568321892233286
505,2024-01-22 01:00:00,9.6,7.8,89,8.426298183893897
506,2024-01-22 02:00:00,10.4,9.1,91,9.415320126362698
507,2024-01-22 03:00:00,11.6,10.4,92,10.704744222852923
508,2024-01-22 04:00:00,12.9,11.6,92,11.99126650022756
509,2024-01-22 05:00:00,13.6,12.5,93,12.79341843239273
510,2024-01-22 06:00:00,14.6,13.3,92,13.673637384542715
511,2024-01-22 07:00:00,15.2,13.9,92,14.267414192714604
512,2024-01-22 08:00:00,13.4,12.4,94,12.704192687610526
513,2024-01-22 09:00:00,13.8,13.0,95,13.212095803020919
514,2024-01-22 10:00:00,14.6,13.7,94,13.897169060291528
515,2024-01-22 11:00:00,16.6,15.4,93,15.769118007321765
516,2024-01-22 12:00:00,18.1,16.5,91,17.017759650041125
517,2024-01-22 13:00:00,18.4,16.9,91,17.313956609833017
518,2024-01-22 14:00:00,18.8,17.2,91,17.70888567593595
519,2024-01-22 15:00:00,18.6,17.1,91,17.511421173262367
520,2024-01-22 16:00:00,18.0,16.8,92,17.038365058726637
521,2024-01-22 17:00:00,17.8,16.7,93,16.959393944602926
522,2024-01-22 18:00:00,17.8,16.6,93,16.959393944602926
523,2024-01-22 19:00:00,17.2,16.0,93,16.364256244929386
524,2024-01-22 20:00:00,17.5,16.5,94,16.780186153139073
525,2024-01-22 21:00:00,17.1,16.2,94,16.38252936629843
526,2024-01-22 22:00:00,17.0,16.1,94,16.283115133231288
527,2024-01-22 23:00:00,16.8,15.7,94,16.084286623193012
528,2024-01-23 00:00:00,16.3,15.5,95,15.703007146671698
529,2024-01-23 01:00:00,15.9,15.2,96,15.419506531245311
530,2024-01-23 02:00:00,16.4,15.6,96,15.918784749118675
531,2024-01-23 03:00:00,17.0,16.1,94,16.283115133231288
532,2024-01-23 04:00:00,17.4,16.2,93,16.562635537491282
533,2024-01-23 05:00:00,17.2,16.3,94,16.481943584783554
534,2024-01-23 06:00:00,17.2,16.5,95,16.59973297856588
535,2024-01-23 07:00:00,17.3,16.4,94,16.58135778872595
536,2024-01-23 08:00:00,17.4,16.5,95,16.799005228942622
537,2024-01-23 09:00:00,17.5,16.4,94,16.780186153139073
538,2024-01-23 10:00:00,17.8,16.5,92,16.840440398419354
539,2024-01-23 11:00:00,20.0,17.6,86,18.27397464146205
540,2024-01-23 12:00:00,20.4,18.2,87,18.78907524901246
541,2024-01-23 13:00:00,20.2,18.9,92,19.215532426500058
542,2024-01-23 14:00:00,19.7,18.8,94,18.967294420281387
543,2024-01-23 15:00:00,20.5,18.5,88,19.012011071902254
544,2024-01-23 16:00:00,21.5,19.2,87,19.864695004837674
545,2024-01-23 17:00:00,20.7,19.0,90,19.45923809643304
546,2024-01-23 18:00:00,19.8,19.0,95,19.190267924075
547,2024-01-23 19:00:00,19.5,18.8,95,18.8913605135272
548,2024-01-23 20:00:00,18.6,17.9,95,17.994637558728524
549,2024-01-23 21:00:00,18.5,17.7,95,17.895001607136333
550,2024-01-23 22:00:00,18.8,18.2,97,18.436792372324074
551,2024-01-23 23:00:00,18.2,17.8,97,17.83635940189694
552,2024-01-24 00:00:00,17.7,17.4,98,17.455193435346434
553,2024-01-24 01:00:00,18.0,17.5,97,17.636214974142472
554,2024-01-24 02:00:00,17.7,17.2,97,17.335998233812003
555,2024-01-24 03:00:00,17.0,16.9,99,16.871006284501924
556,2024-01-24 04:00:00,17.0,16.9,99,16.871006284501924
557,2024-01-24 05:00:00,16.9,16.7,99,16.77050761628283
558,2024-01-24 06:00:00,16.3,16.2,99,16.167515336065346
559,2024-01-24 07:00:00,16.0,16.0,100,15.866019020290505
560,2024-01-24 08:00:00,16.6,16.1,97,16.235202491688927
561,2024-01-24 09:00:00,16.7,16.1,97,16.335274899370614
562,2024-01-24 10:00:00,17.0,16.1,95,16.40046067155949
563,2024-01-24 11:00:00,18.9,16.9,88,17.443606736050846
564,2024-01-24 12:00:00,18.9,16.7,87,17.322317876726952
565,2024-01-24 13:00:00,20.5,15.1,71,16.87303949365472
566,2024-01-24 14:00:00,21.0,14.4,66,16.694374116807204
567,2024-01-24 15:00:00,20.5,15.0,71,16.87303949365472
568,2024-01-24 16:00:00,20.0,16.4,80,17.529270714428367
569,2024-01-24 17:00:00,19.7,15.9,79,17.11770375523455
570,2024-01-24 18:00:00,18.8,16.0,84,16.861455085549327
571,2024-01-24 19:00:00,18.1,15.8,86,16.420725116079023
572,2024-01-24 20:00:00,17.4,16.5,95,16.799005228942622
573,2024-01-24 21:00:00,17.1,16.0,94,16.38252936629843
574,2024-01-24 22:00:00,16.3,15.1,92,15.35600349697004
575,2024-01-24 23:00:00,16.1,14.6,91,15.043109653499915
576,2024-01-25 00:00:00,16.3,14.3,88,14.89494066514374
577,2024-01-25 01:00:00,15.8,14.2,91,14.746911601192458
578,2024-01-25 02:00:00,15.4,14.4,94,14.692485388375712
579,2024-01-25 03:00:00,15.4,14.4,94,14.692485388375712
580,2024-01-25 04:00:00,15.4,14.6,95,14.806280139912975
581,2024-01-25 05:00:00,15.4,14.5,95,14.806280139912975
582,2024-01-25 06:00:00,15.1,14.2,94,14.394241881047588
583,2024-01-25 07:00:00,15.1,13.9,93,14.281270001065575
584,2024-01-25 08:00:00,14.2,12.9,92,13.277785849555542
585,2024-01-25 09:00:00,14.6,13.2,92,13.673637384542715
586,2024-01-25 10:00:00,16.1,14.2,89,14.813519866469829
587,2024-01-25 11:00:00,17.7,14.8,83,15.675763694298315
588,2024-01-25 12:00:00,19.5,14.3,72,16.06237748229449
589,2024-01-25 13:00:00,21.0,13.6,63,16.30308036288452
590,2024-01-25 14:00:00,21.5,13.3,59,16.22340337411739
591,2024-01-25 15:00:00,21.9,13.1,58,16.445195207254734
592,2024-01-25 16:00:00,22.0,13.4,58,16.534329438871474
593,2024-01-25 17:00:00,21.8,13.6,59,16.49190190102585
594,2024-01-25 18:00:00,21.0,15.4,70,17.21168182612117
595,2024-01-25 19:00:00,20.0,13.7,67,15.90194061474578
596,2024-01-25 20:00:00,15.4,12.2,81,13.225137541718055
597,2024-01-25 21:00:00,14.3,12.0,86,12.714206498517935
598,2024-01-25 22:00:00,13.4,12.1,92,12.486081975181882
599,2024-01-25 23:00:00,12.6,11.5,93,11.801515332532599
600,2024-01-26 00:00:00,12.1,11.1,93,11.305563148791526
601,2024-01-26 01:00:00,11.9,11.0,94,11.212968943453191
602,2024-01-26 02:00:00,11.6,10.9,95,11.020085811835228
603,2024-01-26 03:00:00,10.7,10.3,97,10.330904994842998
604,2024-01-26 04:00:00,10.6,10.2,97,10.230831700220175
605,2024-01-26 05:00:00,10.6,10.1,97,10.230831700220175
606,2024-01-26 06:00:00,10.1,9.8,98,9.833369461209132
607,2024-01-26 07:00:00,10.2,9.9,98,9.933657172883626
608,2024-01-26 08:00:00,12.6,12.2,97,12.232294601300648
609,2024-01-26 09:00:00,13.2,12.8,97,12.832732271442442
610,2024-01-26 10:00:00,13.8,13.5,98,13.544004608733445
611,2024-01-26 11:00:00,15.2,13.9,92,14.267414192714604
612,2024-01-26 12:00:00,17.3,14.7,85,15.523097278795632
613,2024-01-26 13:00:00,19.4,15.6,79,16.830490858414638
614,2024-01-26 14:00:00,18.3,15.4,83,16.256488189067333
615,2024-01-26 15:00:00,17.4,15.1,86,15.737947380317319
616,2024-01-26 16:00:00,17.6,15.4,87,16.05112509499068
617,2024-01-26 17:00:00,17.5,15.8,90,16.307255796808022
618,2024-01-26 18:00:00,16.9,16.1,95,16.3008244967253
619,2024-01-26 19:00:00,16.7,16.1,97,16.335274899370614
620,2024-01-26 20:00:00,16.6,16.1,97,16.235202491688927
621,2024-01-26 21:00:00,16.5,15.9,96,16.01864035029652
622,2024-01-26 22:00:00,16.5,15.9,97,16.135130070366802
623,2024-01-26 23:00:00,16.1,15.6,97,15.734840247950483
624,2024-01-27 00:00:00,15.6,15.1,96,15.119939429566461
625,2024-01-27 01:00:00,15.4,14.6,95,14.806280139912975
626,2024-01-27 02:00:00,14.4,13.8,96,13.921669717464834
627,2024-01-27 03:00:00,14.0,13.4,96,13.52224600794425
628,2024-01-27 04:00:00,13.2,12.7,96,12.723397865109256
629,2024-01-27 05:00:00,12.6,12.1,97,12.232294601300648
630,2024-01-27 06:00:00,12.7,12.2,97,12.332367584055358
631,2024-01-27 07:00:00,13.1,12.4,96,12.623541778590752
632,2024-01-27 08:00:00,13.1,12.3,95,12.514638915894597
633,2024-01-27 09:00:00,12.9,11.6,92,11.99126650022756
634,2024-01-27 10:00:00,13.4,11.0,85,11.728686668957295
635,2024-01-27 11:00:00,14.2,10.4,78,11.743381424066193
636,2024-01-27 12:00:00,13.8,9.7,76,11.146602408784661
637,2024-01-27 13:00:00,14.9,9.4,70,11.52908693478873
638,2024-01-27 14:00:00,14.8,9.4,70,11.43592869540036
639,2024-01-27 15:00:00,15.5,8.9,65,11.52782881311721
640,2024-01-27 16:00:00,15.7,8.9,64,11.598131069620766
641,2024-01-27 17:00:00,15.2,8.1,63,11.030680087842756
642,2024-01-27 18:00:00,14.4,7.3,62,10.194863633304942
643,2024-01-27 19:00:00,13.1,6.8,66,9.434345347479319
644,2024-01-27 20:00:00,10.9,6.4,74,8.196106396497555
645,2024-01-27 21:00:00,9.8,6.2,78,7.542776333442443
646,2024-01-27 22:00:00,9.2,6.1,81,7.256343314549971
647,2024-01-27 23:00:00,8.6,5.9,83,6.868014410087689
648,2024-01-28 00:00:00,8.2,5.7,84,6.574971865760695
649,2024-01-28 01:00:00,7.8,5.3,84,6.186797631850158
650,2024-01-28 02:00:00,7.3,5.0,85,5.793773665243254
651,2024-01-28 03:00:00,6.9,4.8,86,5.496163763965752
652,2024-01-28 04:00:00,6.4,4.6,88,5.190286920905686
653,2024-01-28 05:00:00,5.8,4.3,90,4.782667626805891
654,2024-01-28 06:00:00,5.3,3.6,89,4.200857865495573
655,2024-01-28 07:00:00,4.8,2.7,86,3.447776710708723
656,2024-01-28 08:00:00,5.5,3.0,84,3.9547875910821126
657,2024-01-28 09:00:00,5.7,2.7,81,3.8868176796902496
658,2024-01-28 10:00:00,7.1,2.5,72,4.43603881115582
659,2024-01-28 11:00:00,9.0,3.0,66,5.666387019775126
660,2024-01-28 12:00:00,11.1,4.0,62,7.206267859273872
661,2024-01-28 13:00:00,12.9,4.5,56,8.216209203137575
662,2024-01-28 14:00:00,14.2,4.7,53,9.039675135395559
663,2024-01-28 15:00:00,15.1,4.9,51,9.599393847391374
664,2024-01-28 16:00:00,15.6,4.7,48,9.684978656560606
665,2024-01-28 17:00:00,15.5,4.4,48,9.599860804878091
666,2024-01-28 18:00:00,14.6,4.8,52,9.278077421115974
667,2024-01-28 19:00:00,11.6,4.6,62,7.659088805520851
668,2024-01-28 20:00:00,11.6,3.2,56,7.067134605377802
669,2024-01-28 21:00:00,10.4,3.2,61,6.477601630542109
670,2024-01-28 22:00:00,8.8,3.8,71,5.93803950580074
671,2024-01-28 23:00:00,7.6,4.1,78,5.442452839464718
672,2024-01-29 00:00:00,6.7,4.0,83,5.029008536315143
673,2024-01-29 01:00:00,6.0,3.8,86,4.618284989618514
674,2024-01-29 02:00:00,5.1,3.3,89,4.004324729246017
675,2024-01-29 03:00:00,4.7,3.0,89,3.6112581681629994
676,2024-01-29 04:00:00,4.8,3.0,88,3.6218378993681437
677,2024-01-29 05:00:00,3.8,2.6,92,2.985542395319338
678,2024-01-29 06:00:00,3.8,2.6,92,2.985542395319338
679,2024-01-29 07:00:00,3.0,2.2,94,2.364957512586214
680,2024-01-29 08:00:00,2.7,2.0,95,2.1523218622930846
681,2024-01-29 09:00:00,4.3,3.0,92,3.4803668434277597
682,2024-01-29 10:00:00,8.7,4.8,77,6.39911815431941
683,2024-01-29 11:00:00,12.5,6.3,66,8.882941319544654
684,2024-01-29 12:00:00,15.2,5.8,54,10.024496197354956
685,2024-01-29 13:00:00,16.6,5.4,48,10.536152959171627
686,2024-01-29 14:00:00,17.5,5.5,45,10.926417342088227
687,2024-01-29 15:00:00,18.0,5.6,44,11.216315186387728
688,2024-01-29 16:00:00,18.2,5.9,44,11.382892854546093
689,2024-01-29 17:00:00,18.1,5.9,45,11.42897319507297
690,2024-01-29 18:00:00,17.2,8.5,56,12.016923811669756
691,2024-01-29 19:00:00,13.6,7.1,64,9.682055908508804
692,2024-01-29 20:00:00,13.2,6.2,62,9.108107531803295
693,2024-01-29 21:00:00,12.0,6.2,68,8.625187392444522
694,2024-01-29 22:00:00,11.0,5.4,69,7.79774601993779
695,2024-01-29 23:00:00,10.1,4.6,69,6.962076287537043
696,2024-01-30 00:00:00,9.6,4.2,70,6.5916521702919475
697,2024-01-30 01:00:00,9.0,3.5,68,5.848984836358591
698,2024-01-30 02:00:00,8.6,2.7,67,5.3886529222857416
699,2024-01-30 03:00:00,8.2,2.0,65,4.842887183052671
700,2024-01-30 04:00:00,8.4,1.7,63,4.849062661699643
701,2024-01-30 05:00:00,7.9,1.5,64,4.4811805238996385
702,2024-01-30 06:00:00,7.9,1.3,63,4.394522751800597
703,2024-01-30 07:00:00,7.9,1.2,63,4.394522751800597
704,2024-01-30 08:00:00,7.9,1.6,64,4.4811805238996385
705,2024-01-30 09:00:00,8.6,2.6,66,5.298777263465176
706,2024-01-30 10:00:00,11.0,4.8,66,7.504424663557927
707,2024-01-30 11:00:00,13.6,6.0,60,9.25867409977063
708,2024-01-30 12:00:00,16.4,7.4,55,11.192980963293076
709,2024-01-30 13:00:00,18.5,8.1,51,12.536958928152185
710,2024-01-30 14:00:00,19.8,8.1,47,13.125000428552145
711,2024-01-30 15:00:00,20.5,8.1,45,13.439168747879389
712,2024-01-30 16:00:00,20.7,8.1,44,13.465086667055001
713,2024-01-30 17:00:00,20.5,8.3,46,13.578880361119825
714,2024-01-30 18:00:00,19.1,9.8,55,13.56906917403748
715,2024-01-30 19:00:00,15.1,9.4,69,11.604647403270786
716,2024-01-30 20:00:00,15.1,8.1,63,10.93977548513886
717,2024-01-30 21:00:00,13.9,7.6,66,10.169548461292983
718,2024-01-30 22:00:00,12.9,7.3,69,9.561927415355768
719,2024-01-30 23:00:00,12.1,7.1,72,9.124139367548644
720,2024-01-31 00:00:00,11.4,6.8,74,8.667838344255546
721,2024-01-31 01:00:00,10.8,6.8,76,8.299157418978115
722,2024-01-31 02:00:00,10.0,6.8,80,7.928647739078805
723,2024-01-31 03:00:00,9.5,6.7,82,7.641993968095523
724,2024-01-31 04:00:00,8.9,6.6,86,7.446998335522441
725,2024-01-31 05:00:00,8.5,6.6,88,7.2488670724979585
726,2024-01-31 06:00:00,8.2,6.4,88,6.954784809761209
727,2024-01-31 07:00:00,7.9,6.2,89,6.755780172066261
728,2024-01-31 08:00:00,7.8,6.1,89,6.65751421208161
729,2024-01-31 09:00:00,8.9,6.2,83,7.158382884730386
730,2024-01-31 10:00:00,11.6,7.5,76,9.058478659843713
731,2024-01-31 11:00:00,14.4,8.9,69,10.954692870812428
732,2024-01-31 12:00:00,16.8,10.1,64,12.601782445714615
733,2024-01-31 13:00:00,18.8,11.1,61,14.055664290430617
734,2024-01-31 14:00:00,20.4,11.0,55,14.713098615553662
735,2024-01-31 15:00:00,21.3,10.1,49,14.677224815990844
736,2024-01-31 16:00:00,21.5,9.4,46,14.4210611354899
737,2024-01-31 17:00:00,21.4,9.2,46,14.336843355400514
738,2024-01-31 18:00:00,20.4,13.3,64,15.886428555267607
739,2024-01-31 19:00:00,17.6,10.4,63,13.21237836791752
740,2024-01-31 20:00:00,16.4,10.8,69,12.811701481278423
741,2024-01-31 21:00:00,14.9,11.1,78,12.411654760728556
742,2024-01-31 22:00:00,13.9,10.6,81,11.781082963867068
743,2024-01-31 23:00:00,13.2,10.1,81,11.10718904092294
744,2024-02-01 00:00:00,12.6,9.4,81,10.529564746425349
745,2024-02-01 01:00:00,12.1,8.7,80,9.944798573832195
746,2024-02-01 02:00:00,11.9,8.1,78,9.54761721644903
747,2024-02-01 03:00:00,11.2,7.7,79,8.979925465899761
748,2024-02-01 04:00:00,10.7,7.5,81,8.70041527367678
749,2024-02-01 05:00:00,10.6,7.4,81,8.604143994471265
750,2024-02-01 06:00:00,11.7,6.6,71,8.648466368406998
751,2024-02-01 07:00:00,11.1,6.2,72,8.186526489919059
752,2024-02-01 08:00:00,9.2,6.6,84,7.545405676197284
753,2024-02-01 09:00:00,10.6,7.2,80,8.504692032861163
754,2024-02-01 10:00:00,13.7,8.1,69,10.304736649338555
755,2024-02-01 11:00:00,16.5,9.2,62,12.096671450458022
756,2024-02-01 12:00:00,18.5,11.1,62,13.90790001153961
757,2024-02-01 13:00:00,19.8,12.9,65,15.46543436730503
758,2024-02-01 14:00:00,20.9,13.1,61,15.950132718808689
759,2024-02-01 15:00:00,21.6,12.2,55,15.769118785049876
760,2024-02-01 16:00:00,21.2,11.3,53,15.144730520545693
761,2024-02-01 17:00:00,21.1,11.4,54,15.193627102026642
762,2024-02-01 18:00:00,20.5,11.9,58,15.197311780777987
763,2024-02-01 19:00:00,17.8,14.2,80,15.417153151164964
764,2024-02-01 20:00:00,16.1,14.4,89,14.813519866469829
765,2024-02-01 21:00:00,14.9,13.8,93,14.082890000980246
766,2024-02-01 22:00:00,14.4,13.4,94,13.69833982300312
767,2024-02-01 23:00:00,14.6,13.6,93,13.785319881355182
768,2024-02-02 00:00:00,14.8,13.6,93,13.983699977082498
769,2024-02-02 01:00:00,14.0,13.1,95,13.411369058958659
770,2024-02-02 02:00:00,13.4,12.8,96,12.923109992119148
771,2024-02-02 03:00:00,13.1,12.6,96,12.623541778590752
772,2024-02-02 04:00:00,12.6,12.1,96,12.124261114167574
773,2024-02-02 05:00:00,12.4,11.9,96,11.924548739412312
774,2024-02-02 06:00:00,12.5,11.9,96,12.024404934617703
775,2024-02-02 07:00:00,12.6,12.0,96,12.124261114167574
776,2024-02-02 08:00:00,13.4,12.8,96,12.923109992119148
777,2024-02-02 09:00:00,14.4,13.6,95,13.809915385879382
778,2024-02-02 10:00:00,16.2,15.0,92,15.257040912539821
779,2024-02-02 11:00:00,19.0,16.5,85,17.177062042593292
780,2024-02-02 12:00:00,21.2,16.5,74,17.91363831969417
781,2024-02-02 13:00:00,22.2,15.9,68,18.06403383657123
782,2024-02-02 14:00:00,22.5,15.6,65,17.937852733519183
783,2024-02-02 15:00:00,22.1,15.4,66,17.705247874034967
784,2024-02-02 16:00:00,21.1,15.5,70,17.30483823874945
785,2024-02-02 17:00:00,20.9,16.4,75,17.758121513098285
786,2024-02-02 18:00:00,19.9,16.8,82,17.681208150137433
787,2024-02-02 19:00:00,18.0,16.1,89,16.680539505850565
788,2024-02-02 20:00:00,17.5,15.9,90,16.307255796808022
789,2024-02-02 21:00:00,17.0,15.6,91,15.931702936316817
790,2024-02-02 22:00:00,16.7,15.2,91,15.635505319844814
791,2024-02-02 23:00:00,16.5,14.9,91,15.438040162235996
792,2024-02-03 00:00:00,16.6,14.9,89,15.304841413547376
793,2024-02-03 01:00:00,16.5,15.1,91,15.438040162235996
794,2024-02-03 02:00:00,16.5,15.2,92,15.5539286186468
795,2024-02-03 03:00:00,16.4,15.6,95,15.802643407712747
796,2024-02-03 04:00:00,16.5,15.6,94,15.786043747779733
797,2024-02-03 05:00:00,16.9,16.0,95,16.3008244967253
798,2024-02-03 06:00:00,17.4,16.5,94,16.68077197816478
799,2024-02-03 07:00:00,17.8,16.8,94,17.07842859166276
800,2024-02-03 08:00:00,15.4,15.1,98,15.14859740494877
801,2024-02-03 09:00:00,15.9,14.8,93,15.07478937169645
802,2024-02-03 10:00:00,15.4,13.4,88,14.012707370336898
803,2024-02-03 11:00:00,15.1,12.8,86,13.494528480609976
804,2024-02-03 12:00:00,15.4,12.2,81,13.225137541718055
805,2024-02-03 13:00:00,16.0,13.2,83,14.03037375484691
806,2024-02-03 14:00:00,18.7,13.9,74,15.555040086331783
807,2024-02-03 15:00:00,18.4,13.5,73,15.151566837793634
808,2024-02-03 16:00:00,20.5,13.2,63,15.848567927755099
809,2024-02-03 17:00:00,21.4,12.6,57,15.864617662661903
810,2024-02-03 18:00:00,20.6,12.4,59,15.41790570809107
811,2024-02-03 19:00:00,17.3,11.1,67,13.41199377751757
812,2024-02-03 20:00:00,18.9,11.1,61,14.14587745561414
813,2024-02-03 21:00:00,14.2,10.5,78,11.743381424066193
814,2024-02-03 22:00:00,16.0,9.1,64,11.871854637902732
815,2024-02-03 23:00:00,14.1,6.8,62,9.923175225259172
816,2024-02-04 00:00:00,11.4,5.3,66,7.872030045326158
817,2024-02-04 01:00:00,10.2,4.3,67,6.86423294309828
818,2024-02-04 02:00:00,11.1,4.1,62,7.206267859273872
819,2024-02-04 03:00:00,10.8,4.6,65,7.2238526471640085
820,2024-02-04 04:00:00,11.1,4.8,65,7.498577371803664
821,2024-02-04 05:00:00,10.9,5.1,67,7.509795662210767
